timestamp,Set_angle(Deg),ADC_Value(mV), Calc_Servo_Angle(Deg)
210300,-35.00,1101,-33.34
210400,-35.00,1081,-34.53
210500,-35.00,1070,-35.18
210600,-35.00,1071,-35.12
210700,-35.00,1071,-35.12
210800,-35.00,1074,-34.94
210900,-35.00,1071,-35.12
211000,-35.00,1078,-34.71
211100,-35.00,1076,-34.83
211200,-35.00,1078,-34.71
211300,-35.00,1085,-34.29
211400,-35.00,1073,-35.00
211500,-35.00,1074,-34.94
211600,-35.00,1071,-35.12
211700,-35.00,1076,-34.83
211800,-35.00,1078,-34.71
211900,-35.00,1078,-34.71
212000,-35.00,1074,-34.94
212100,-35.00,1069,-35.24
212200,-35.00,1074,-34.94
212300,-35.00,1069,-35.24
212400,-35.00,1076,-34.83
212500,-35.00,1074,-34.94
212600,-35.00,1074,-34.94
212700,-35.00,1078,-34.71
212800,-35.00,1074,-34.94
212900,-35.00,1076,-34.83
213000,-35.00,1074,-34.94
213100,-35.00,1069,-35.24
213200,-35.00,1071,-35.12
213300,-35.00,1085,-34.29
213400,-35.00,1120,-32.21
213500,-35.00,1078,-34.71
213600,-35.00,1082,-34.47
213700,-35.00,1082,-34.47
213800,-35.00,1070,-35.18
213900,-35.00,1074,-34.94
214000,-35.00,1071,-35.12
214100,-35.00,1074,-34.94
214200,-35.00,1074,-34.94
214300,-35.00,1076,-34.83
214400,-35.00,1079,-34.65
214500,-35.00,1074,-34.94
214600,-35.00,1070,-35.18
214700,-35.00,1076,-34.83
214800,-35.00,1073,-35.00
214900,-35.00,1071,-35.12
215000,-35.00,1089,-34.05
215100,-35.00,1078,-34.71
215200,-35.00,1078,-34.71
215300,-35.00,1073,-35.00
215400,-35.00,1074,-34.94
215500,-35.00,1071,-35.12
215600,-35.00,1069,-35.24
215700,-35.00,1050,-36.37
215800,-35.00,1120,-32.21
215900,-35.00,1067,-35.36
216000,-35.00,1074,-34.94
216100,-35.00,1076,-34.83
216200,-35.00,1071,-35.12
216300,-35.00,1078,-34.71
216400,-35.00,1078,-34.71
216500,-35.00,1078,-34.71
216600,-35.00,1076,-34.83
216700,-35.00,1076,-34.83
216800,-35.00,1078,-34.71
216900,-35.00,1078,-34.71
217000,-35.00,1078,-34.71
217100,-35.00,1076,-34.83
217200,-35.00,1069,-35.24
217300,-35.00,1092,-33.87
217400,-35.00,1085,-34.29
217500,-35.00,1076,-34.83
217600,-35.00,1069,-35.24
217700,-35.00,1076,-34.83
217800,-35.00,1074,-34.94
217900,-35.00,1078,-34.71
218000,-35.00,1078,-34.71
218100,-35.00,1071,-35.12
218200,-35.00,1082,-34.47
218300,-35.00,1078,-34.71
218400,-35.00,1071,-35.12
218500,-35.00,1069,-35.24
218600,-35.00,1078,-34.71
218700,-35.00,1081,-34.53
218800,-35.00,1078,-34.71
218900,-35.00,1069,-35.24
219000,-35.00,1078,-34.71
219100,-35.00,1078,-34.71
219200,-35.00,1067,-35.36
219300,-35.00,1074,-34.94
219400,-35.00,1078,-34.71
219500,-35.00,1074,-34.94
219600,-35.00,1078,-34.71
219700,-35.00,1074,-34.94
219800,-35.00,1078,-34.71
219900,-35.00,1074,-34.94
220000,-35.00,1082,-34.47
220100,-30.00,1074,-34.94
220200,-30.00,1123,-32.03
220300,-30.00,1157,-30.01
220400,-30.00,1145,-30.72
220500,-30.00,1138,-31.14
220600,-30.00,1145,-30.72
220700,-30.00,1147,-30.60
220800,-30.00,1142,-30.90
220900,-30.00,1122,-32.09
221000,-30.00,1143,-30.84
221100,-30.00,1188,-28.16
221200,-30.00,1133,-31.43
221300,-30.00,1139,-31.08
221400,-30.00,1173,-29.05
221500,-30.00,1147,-30.60
221600,-30.00,1137,-31.20
221700,-30.00,1143,-30.84
221800,-30.00,1145,-30.72
221900,-30.00,1148,-30.54
222000,-30.00,1139,-31.08
222100,-30.00,1145,-30.72
222200,-30.00,1133,-31.43
222300,-30.00,1139,-31.08
222400,-30.00,1142,-30.90
222500,-30.00,1134,-31.37
222600,-30.00,1139,-31.08
222700,-30.00,1137,-31.20
222800,-30.00,1137,-31.20
222900,-30.00,1139,-31.08
223000,-30.00,1141,-30.96
223100,-30.00,1139,-31.08
223200,-30.00,1146,-30.66
223300,-30.00,1140,-31.02
223400,-30.00,1140,-31.02
223500,-30.00,1141,-30.96
223600,-30.00,1146,-30.66
223700,-30.00,1147,-30.60
223800,-30.00,1137,-31.20
223900,-30.00,978,-40.66
224000,-30.00,1143,-30.84
224100,-30.00,1145,-30.72
224200,-30.00,1134,-31.37
224300,-30.00,1140,-31.02
224400,-30.00,1145,-30.72
224500,-30.00,1142,-30.90
224600,-30.00,1138,-31.14
224700,-30.00,1143,-30.84
224800,-30.00,1139,-31.08
224900,-30.00,1141,-30.96
225000,-30.00,1149,-30.48
225100,-30.00,1141,-30.96
225200,-30.00,1105,-33.10
225300,-30.00,1147,-30.60
225400,-30.00,1147,-30.60
225500,-30.00,1146,-30.66
225600,-30.00,1145,-30.72
225700,-30.00,1148,-30.54
225800,-30.00,1137,-31.20
225900,-30.00,1131,-31.55
226000,-30.00,1139,-31.08
226100,-30.00,1134,-31.37
226200,-30.00,1143,-30.84
226300,-30.00,1143,-30.84
226400,-30.00,1151,-30.36
226500,-30.00,1147,-30.60
226600,-30.00,1145,-30.72
226700,-30.00,1178,-28.76
226800,-30.00,1146,-30.66
226900,-30.00,1143,-30.84
227000,-30.00,1145,-30.72
227100,-30.00,1140,-31.02
227200,-30.00,1137,-31.20
227300,-30.00,1134,-31.37
227400,-30.00,1145,-30.72
227500,-30.00,1139,-31.08
227600,-30.00,1143,-30.84
227700,-30.00,1105,-33.10
227800,-30.00,1139,-31.08
227900,-30.00,1134,-31.37
228000,-30.00,1148,-30.54
228100,-30.00,1143,-30.84
228200,-30.00,1147,-30.60
228300,-30.00,1137,-31.20
228400,-30.00,1109,-32.86
228500,-30.00,1148,-30.54
228600,-30.00,1133,-31.43
228700,-30.00,1159,-29.89
228800,-30.00,1141,-30.96
228900,-30.00,1136,-31.26
229000,-30.00,1117,-32.39
229100,-30.00,1145,-30.72
229200,-30.00,1139,-31.08
229300,-30.00,1138,-31.14
229400,-30.00,1145,-30.72
229500,-30.00,1137,-31.20
229600,-30.00,1137,-31.20
229700,-30.00,1140,-31.02
229800,-30.00,1139,-31.08
229900,-30.00,1142,-30.90
230000,-30.00,1137,-31.20
230100,-25.00,1139,-31.08
230200,-25.00,1198,-27.57
230300,-25.00,1245,-24.77
230400,-25.00,1217,-26.44
230500,-25.00,1228,-25.78
230600,-25.00,1231,-25.60
230700,-25.00,1228,-25.78
230800,-25.00,1239,-25.13
230900,-25.00,1237,-25.25
231000,-25.00,1228,-25.78
231100,-25.00,1219,-26.32
231200,-25.00,1231,-25.60
231300,-25.00,1231,-25.60
231400,-25.00,1225,-25.96
231500,-25.00,1228,-25.78
231600,-25.00,1231,-25.60
231700,-25.00,1234,-25.42
231800,-25.00,1226,-25.90
231900,-25.00,1215,-26.56
232000,-25.00,1217,-26.44
232100,-25.00,1231,-25.60
232200,-25.00,1228,-25.78
232300,-25.00,1219,-26.32
232400,-25.00,1228,-25.78
232500,-25.00,1226,-25.90
232600,-25.00,1231,-25.60
232700,-25.00,1234,-25.42
232800,-25.00,1226,-25.90
232900,-25.00,1211,-26.79
233000,-25.00,1236,-25.31
233100,-25.00,1225,-25.96
233200,-25.00,1226,-25.90
233300,-25.00,1228,-25.78
233400,-25.00,1226,-25.90
233500,-25.00,1226,-25.90
233600,-25.00,1236,-25.31
233700,-25.00,1231,-25.60
233800,-25.00,1226,-25.90
233900,-25.00,1243,-24.89
234000,-25.00,1217,-26.44
234100,-25.00,1228,-25.78
234200,-25.00,1219,-26.32
234300,-25.00,1239,-25.13
234400,-25.00,1225,-25.96
234500,-25.00,1228,-25.78
234600,-25.00,1225,-25.96
234700,-25.00,1228,-25.78
234800,-25.00,1226,-25.90
234900,-25.00,1219,-26.32
235000,-25.00,1228,-25.78
235100,-25.00,1228,-25.78
235200,-25.00,1228,-25.78
235300,-25.00,1225,-25.96
235400,-25.00,1232,-25.54
235500,-25.00,1226,-25.90
235600,-25.00,1219,-26.32
235700,-25.00,1228,-25.78
235800,-25.00,1228,-25.78
235900,-25.00,1217,-26.44
236000,-25.00,1219,-26.32
236100,-25.00,1225,-25.96
236200,-25.00,1226,-25.90
236300,-25.00,1231,-25.60
236400,-25.00,1226,-25.90
236500,-25.00,1231,-25.60
236600,-25.00,1229,-25.72
236700,-25.00,1229,-25.72
236800,-25.00,1239,-25.13
236900,-25.00,1234,-25.42
237000,-25.00,1025,-37.86
237100,-25.00,1219,-26.32
237200,-25.00,1231,-25.60
237300,-25.00,1226,-25.90
237400,-25.00,1226,-25.90
237500,-25.00,1234,-25.42
237600,-25.00,1231,-25.60
237700,-25.00,1228,-25.78
237800,-25.00,1215,-26.56
237900,-25.00,1217,-26.44
238000,-25.00,1219,-26.32
238100,-25.00,1228,-25.78
238200,-25.00,1219,-26.32
238300,-25.00,1226,-25.90
238400,-25.00,1219,-26.32
238500,-25.00,1231,-25.60
238600,-25.00,1226,-25.90
238700,-25.00,1228,-25.78
238800,-25.00,1215,-26.56
238900,-25.00,1217,-26.44
239000,-25.00,1225,-25.96
239100,-25.00,1232,-25.54
239200,-25.00,1229,-25.72
239300,-25.00,1226,-25.90
239400,-25.00,1228,-25.78
239500,-25.00,1232,-25.54
239600,-25.00,1225,-25.96
239700,-25.00,1229,-25.72
239800,-25.00,1220,-26.26
239900,-25.00,1231,-25.60
240000,-25.00,1236,-25.31
240100,-20.00,1219,-26.32
240200,-20.00,1318,-20.43
240300,-20.00,1318,-20.43
240400,-20.00,1309,-20.96
240500,-20.00,1309,-20.96
240600,-20.00,1311,-20.84
240700,-20.00,1308,-21.02
240800,-20.00,1318,-20.43
240900,-20.00,1316,-20.55
241000,-20.00,1316,-20.55
241100,-20.00,1315,-20.61
241200,-20.00,1320,-20.31
241300,-20.00,1306,-21.14
241400,-20.00,1306,-21.14
241500,-20.00,1310,-20.90
241600,-20.00,1318,-20.43
241700,-20.00,1309,-20.96
241800,-20.00,1308,-21.02
241900,-20.00,1305,-21.20
242000,-20.00,1320,-20.31
242100,-20.00,1305,-21.20
242200,-20.00,1313,-20.72
242300,-20.00,1309,-20.96
242400,-20.00,1318,-20.43
242500,-20.00,1306,-21.14
242600,-20.00,1313,-20.72
242700,-20.00,1308,-21.02
242800,-20.00,1308,-21.02
242900,-20.00,1310,-20.90
243000,-20.00,1365,-17.63
243100,-20.00,1315,-20.61
243200,-20.00,1308,-21.02
243300,-20.00,1313,-20.72
243400,-20.00,1311,-20.84
243500,-20.00,1311,-20.84
243600,-20.00,1309,-20.96
243700,-20.00,1306,-21.14
243800,-20.00,1316,-20.55
243900,-20.00,1311,-20.84
244000,-20.00,1308,-21.02
244100,-20.00,1306,-21.14
244200,-20.00,1309,-20.96
244300,-20.00,1309,-20.96
244400,-20.00,1303,-21.32
244500,-20.00,1309,-20.96
244600,-20.00,1311,-20.84
244700,-20.00,1313,-20.72
244800,-20.00,1316,-20.55
244900,-20.00,1308,-21.02
245000,-20.00,1353,-18.34
245100,-20.00,1308,-21.02
245200,-20.00,1309,-20.96
245300,-20.00,1315,-20.61
245400,-20.00,1313,-20.72
245500,-20.00,1312,-20.78
245600,-20.00,1310,-20.90
245700,-20.00,1308,-21.02
245800,-20.00,1309,-20.96
245900,-20.00,1309,-20.96
246000,-20.00,1305,-21.20
246100,-20.00,1567,-5.61
246200,-20.00,1306,-21.14
246300,-20.00,1316,-20.55
246400,-20.00,1309,-20.96
246500,-20.00,1308,-21.02
246600,-20.00,1316,-20.55
246700,-20.00,1309,-20.96
246800,-20.00,1309,-20.96
246900,-20.00,1309,-20.96
247000,-20.00,1305,-21.20
247100,-20.00,1313,-20.72
247200,-20.00,1413,-14.77
247300,-20.00,1313,-20.72
247400,-20.00,1312,-20.78
247500,-20.00,1310,-20.90
247600,-20.00,1309,-20.96
247700,-20.00,1313,-20.72
247800,-20.00,1313,-20.72
247900,-20.00,1308,-21.02
248000,-20.00,1308,-21.02
248100,-20.00,1315,-20.61
248200,-20.00,1311,-20.84
248300,-20.00,1308,-21.02
248400,-20.00,1308,-21.02
248500,-20.00,1303,-21.32
248600,-20.00,1306,-21.14
248700,-20.00,1309,-20.96
248800,-20.00,1308,-21.02
248900,-20.00,1312,-20.78
249000,-20.00,1309,-20.96
249100,-20.00,1311,-20.84
249200,-20.00,1313,-20.72
249300,-20.00,1312,-20.78
249400,-20.00,1323,-20.13
249500,-20.00,1313,-20.72
249600,-20.00,1309,-20.96
249700,-20.00,1305,-21.20
249800,-20.00,1313,-20.72
249900,-20.00,1308,-21.02
250000,-20.00,1308,-21.02
250100,-15.00,1313,-20.72
250200,-15.00,1382,-16.62
250300,-15.00,1444,-12.93
250400,-15.00,1395,-15.85
250500,-15.00,1406,-15.19
250600,-15.00,1393,-15.96
250700,-15.00,1395,-15.85
250800,-15.00,1409,-15.01
250900,-15.00,1400,-15.55
251000,-15.00,1422,-14.24
251100,-15.00,1393,-15.96
251200,-15.00,1397,-15.73
251300,-15.00,1398,-15.67
251400,-15.00,1393,-15.96
251500,-15.00,1400,-15.55
251600,-15.00,1393,-15.96
251700,-15.00,1406,-15.19
251800,-15.00,1395,-15.85
251900,-15.00,1387,-16.32
252000,-15.00,1390,-16.14
252100,-15.00,1404,-15.31
252200,-15.00,1397,-15.73
252300,-15.00,1395,-15.85
252400,-15.00,1393,-15.96
252500,-15.00,1400,-15.55
252600,-15.00,1392,-16.02
252700,-15.00,1401,-15.49
252800,-15.00,1397,-15.73
252900,-15.00,1401,-15.49
253000,-15.00,1390,-16.14
253100,-15.00,1409,-15.01
253200,-15.00,1393,-15.96
253300,-15.00,1395,-15.85
253400,-15.00,1401,-15.49
253500,-15.00,1392,-16.02
253600,-15.00,1409,-15.01
253700,-15.00,1417,-14.54
253800,-15.00,1397,-15.73
253900,-15.00,1401,-15.49
254000,-15.00,1399,-15.61
254100,-15.00,1396,-15.79
254200,-15.00,1377,-16.92
254300,-15.00,1395,-15.85
254400,-15.00,1393,-15.96
254500,-15.00,1392,-16.02
254600,-15.00,1393,-15.96
254700,-15.00,1398,-15.67
254800,-15.00,1409,-15.01
254900,-15.00,1406,-15.19
255000,-15.00,1403,-15.37
255100,-15.00,1400,-15.55
255200,-15.00,1393,-15.96
255300,-15.00,1400,-15.55
255400,-15.00,1393,-15.96
255500,-15.00,1387,-16.32
255600,-15.00,1393,-15.96
255700,-15.00,1396,-15.79
255800,-15.00,1401,-15.49
255900,-15.00,1415,-14.66
256000,-15.00,1407,-15.13
256100,-15.00,1402,-15.43
256200,-15.00,1401,-15.49
256300,-15.00,1406,-15.19
256400,-15.00,1400,-15.55
256500,-15.00,1393,-15.96
256600,-15.00,1392,-16.02
256700,-15.00,1393,-15.96
256800,-15.00,1401,-15.49
256900,-15.00,1406,-15.19
257000,-15.00,1399,-15.61
257100,-15.00,1397,-15.73
257200,-15.00,1393,-15.96
257300,-15.00,1400,-15.55
257400,-15.00,1398,-15.67
257500,-15.00,1409,-15.01
257600,-15.00,1406,-15.19
257700,-15.00,1396,-15.79
257800,-15.00,1396,-15.79
257900,-15.00,1392,-16.02
258000,-15.00,1395,-15.85
258100,-15.00,1419,-14.42
258200,-15.00,1393,-15.96
258300,-15.00,1400,-15.55
258400,-15.00,1400,-15.55
258500,-15.00,1397,-15.73
258600,-15.00,1393,-15.96
258700,-15.00,1400,-15.55
258800,-15.00,1392,-16.02
258900,-15.00,1395,-15.85
259000,-15.00,1395,-15.85
259100,-15.00,1396,-15.79
259200,-15.00,1406,-15.19
259300,-15.00,1371,-17.27
259400,-15.00,1400,-15.55
259500,-15.00,1397,-15.73
259600,-15.00,1393,-15.96
259700,-15.00,1395,-15.85
259800,-15.00,1392,-16.02
259900,-15.00,1401,-15.49
260000,-15.00,1395,-15.85
260100,-10.00,1395,-15.85
260200,-10.00,1445,-12.87
260300,-10.00,1516,-8.65
260400,-10.00,1484,-10.55
260500,-10.00,1477,-10.97
260600,-10.00,1483,-10.61
260700,-10.00,1478,-10.91
260800,-10.00,1472,-11.26
260900,-10.00,1477,-10.97
261000,-10.00,1477,-10.97
261100,-10.00,1478,-10.91
261200,-10.00,1477,-10.97
261300,-10.00,1473,-11.20
261400,-10.00,1477,-10.97
261500,-10.00,1478,-10.91
261600,-10.00,1477,-10.97
261700,-10.00,1483,-10.61
261800,-10.00,1478,-10.91
261900,-10.00,1478,-10.91
262000,-10.00,1471,-11.32
262100,-10.00,1477,-10.97
262200,-10.00,1476,-11.03
262300,-10.00,1476,-11.03
262400,-10.00,1473,-11.20
262500,-10.00,1472,-11.26
262600,-10.00,1483,-10.61
262700,-10.00,1472,-11.26
262800,-10.00,1474,-11.15
262900,-10.00,1437,-13.35
263000,-10.00,1478,-10.91
263100,-10.00,1478,-10.91
263200,-10.00,1478,-10.91
263300,-10.00,1476,-11.03
263400,-10.00,1473,-11.20
263500,-10.00,1474,-11.15
263600,-10.00,1476,-11.03
263700,-10.00,1483,-10.61
263800,-10.00,1477,-10.97
263900,-10.00,1483,-10.61
264000,-10.00,1483,-10.61
264100,-10.00,1471,-11.32
264200,-10.00,1474,-11.15
264300,-10.00,1484,-10.55
264400,-10.00,1483,-10.61
264500,-10.00,1483,-10.61
264600,-10.00,1486,-10.43
264700,-10.00,1487,-10.37
264800,-10.00,1478,-10.91
264900,-10.00,1478,-10.91
265000,-10.00,1484,-10.55
265100,-10.00,1473,-11.20
265200,-10.00,1470,-11.38
265300,-10.00,1470,-11.38
265400,-10.00,1471,-11.32
265500,-10.00,1473,-11.20
265600,-10.00,1474,-11.15
265700,-10.00,1483,-10.61
265800,-10.00,1487,-10.37
265900,-10.00,1477,-10.97
266000,-10.00,1483,-10.61
266100,-10.00,1472,-11.26
266200,-10.00,1478,-10.91
266300,-10.00,1471,-11.32
266400,-10.00,1474,-11.15
266500,-10.00,1474,-11.15
266600,-10.00,1471,-11.32
266700,-10.00,1485,-10.49
266800,-10.00,1483,-10.61
266900,-10.00,1484,-10.55
267000,-10.00,1488,-10.31
267100,-10.00,1478,-10.91
267200,-10.00,1478,-10.91
267300,-10.00,1474,-11.15
267400,-10.00,1471,-11.32
267500,-10.00,1474,-11.15
267600,-10.00,1474,-11.15
267700,-10.00,1477,-10.97
267800,-10.00,1468,-11.50
267900,-10.00,1474,-11.15
268000,-10.00,1478,-10.91
268100,-10.00,1471,-11.32
268200,-10.00,1471,-11.32
268300,-10.00,1488,-10.31
268400,-10.00,1477,-10.97
268500,-10.00,1471,-11.32
268600,-10.00,1484,-10.55
268700,-10.00,1478,-10.91
268800,-10.00,1472,-11.26
268900,-10.00,1474,-11.15
269000,-10.00,1472,-11.26
269100,-10.00,1477,-10.97
269200,-10.00,1478,-10.91
269300,-10.00,1484,-10.55
269400,-10.00,1478,-10.91
269500,-10.00,1473,-11.20
269600,-10.00,1464,-11.74
269700,-10.00,1473,-11.20
269800,-10.00,1477,-10.97
269900,-10.00,1473,-11.20
270000,-10.00,1490,-10.19
270100,-5.00,1476,-11.03
270200,-5.00,1538,-7.34
270300,-5.00,1582,-4.72
270400,-5.00,1611,-2.99
270500,-5.00,1573,-5.25
270600,-5.00,1569,-5.49
270700,-5.00,1565,-5.73
270800,-5.00,1567,-5.61
270900,-5.00,1565,-5.73
271000,-5.00,1567,-5.61
271100,-5.00,1561,-5.97
271200,-5.00,1595,-3.95
271300,-5.00,1566,-5.67
271400,-5.00,1565,-5.73
271500,-5.00,1567,-5.61
271600,-5.00,1565,-5.73
271700,-5.00,1567,-5.61
271800,-5.00,1569,-5.49
271900,-5.00,1591,-4.18
272000,-5.00,1559,-6.09
272100,-5.00,1568,-5.55
272200,-5.00,1567,-5.61
272300,-5.00,1564,-5.79
272400,-5.00,1562,-5.91
272500,-5.00,1568,-5.55
272600,-5.00,1569,-5.49
272700,-5.00,1568,-5.55
272800,-5.00,1568,-5.55
272900,-5.00,1567,-5.61
273000,-5.00,1567,-5.61
273100,-5.00,1567,-5.61
273200,-5.00,1572,-5.31
273300,-5.00,1562,-5.91
273400,-5.00,1568,-5.55
273500,-5.00,1567,-5.61
273600,-5.00,1567,-5.61
273700,-5.00,1564,-5.79
273800,-5.00,1573,-5.25
273900,-5.00,1565,-5.73
274000,-5.00,1559,-6.09
274100,-5.00,1569,-5.49
274200,-5.00,1557,-6.21
274300,-5.00,1565,-5.73
274400,-5.00,1568,-5.55
274500,-5.00,1569,-5.49
274600,-5.00,1567,-5.61
274700,-5.00,1568,-5.55
274800,-5.00,1565,-5.73
274900,-5.00,1573,-5.25
275000,-5.00,1564,-5.79
275100,-5.00,1565,-5.73
275200,-5.00,1568,-5.55
275300,-5.00,1577,-5.02
275400,-5.00,1560,-6.03
275500,-5.00,1569,-5.49
275600,-5.00,1567,-5.61
275700,-5.00,1572,-5.31
275800,-5.00,1566,-5.67
275900,-5.00,1572,-5.31
276000,-5.00,1565,-5.73
276100,-5.00,1565,-5.73
276200,-5.00,1569,-5.49
276300,-5.00,1565,-5.73
276400,-5.00,1553,-6.44
276500,-5.00,1557,-6.21
276600,-5.00,1561,-5.97
276700,-5.00,1572,-5.31
276800,-5.00,1569,-5.49
276900,-5.00,1564,-5.79
277000,-5.00,1562,-5.91
277100,-5.00,1572,-5.31
277200,-5.00,1569,-5.49
277300,-5.00,1565,-5.73
277400,-5.00,1569,-5.49
277500,-5.00,1573,-5.25
277600,-5.00,1565,-5.73
277700,-5.00,1567,-5.61
277800,-5.00,1565,-5.73
277900,-5.00,1569,-5.49
278000,-5.00,1567,-5.61
278100,-5.00,1569,-5.49
278200,-5.00,1560,-6.03
278300,-5.00,1567,-5.61
278400,-5.00,1575,-5.14
278500,-5.00,1569,-5.49
278600,-5.00,1569,-5.49
278700,-5.00,1533,-7.63
278800,-5.00,1569,-5.49
278900,-5.00,1562,-5.91
279000,-5.00,1565,-5.73
279100,-5.00,1561,-5.97
279200,-5.00,1569,-5.49
279300,-5.00,1561,-5.97
279400,-5.00,1567,-5.61
279500,-5.00,1562,-5.91
279600,-5.00,1564,-5.79
279700,-5.00,1569,-5.49
279800,-5.00,1569,-5.49
279900,-5.00,1567,-5.61
280000,-5.00,1565,-5.73
>>> LOOP: Starting next cycle <<<
280100,0.00,1569,-5.49
280200,0.00,1638,-1.39
280300,0.00,1683,1.29
280400,0.00,1689,1.65
280500,0.00,1665,0.22
280600,0.00,1669,0.46
280700,0.00,1682,1.23
280800,0.00,1674,0.75
280900,0.00,1704,2.54
281000,0.00,1683,1.29
281100,0.00,1700,2.30
281200,0.00,1681,1.17
281300,0.00,1750,5.28
281400,0.00,1666,0.28
281500,0.00,1681,1.17
281600,0.00,1664,0.16
281700,0.00,1665,0.22
281800,0.00,1669,0.46
281900,0.00,1611,-2.99
282000,0.00,1653,-0.49
282100,0.00,1662,0.04
282200,0.00,1667,0.34
282300,0.00,1681,1.17
282400,0.00,1695,2.00
282500,0.00,1678,0.99
282600,0.00,1708,2.78
282700,0.00,1689,1.65
282800,0.00,1652,-0.55
282900,0.00,1653,-0.49
283000,0.00,1662,0.04
283100,0.00,1662,0.04
283200,0.00,1683,1.29
283300,0.00,1671,0.58
283400,0.00,1678,0.99
283500,0.00,1669,0.46
283600,0.00,1662,0.04
283700,0.00,1653,-0.49
283800,0.00,1666,0.28
283900,0.00,1687,1.53
284000,0.00,1694,1.95
284100,0.00,1652,-0.55
284200,0.00,1675,0.81
284300,0.00,1678,0.99
284400,0.00,1678,0.99
284500,0.00,1689,1.65
284600,0.00,1656,-0.32
284700,0.00,1656,-0.32
284800,0.00,1662,0.04
284900,0.00,1676,0.87
285000,0.00,1691,1.77
285100,0.00,1655,-0.38
285200,0.00,1655,-0.38
285300,0.00,1669,0.46
285400,0.00,1711,2.96
285500,0.00,1676,0.87
285600,0.00,1691,1.77
285700,0.00,1687,1.53
285800,0.00,1689,1.65
285900,0.00,1653,-0.49
286000,0.00,1664,0.16
286100,0.00,1679,1.05
286200,0.00,1678,0.99
286300,0.00,1649,-0.73
286400,0.00,1656,-0.32
286500,0.00,1676,0.87
286600,0.00,1669,0.46
286700,0.00,1682,1.23
286800,0.00,1681,1.17
286900,0.00,1667,0.34
287000,0.00,1669,0.46
287100,0.00,1667,0.34
287200,0.00,1684,1.35
287300,0.00,1669,0.46
287400,0.00,1681,1.17
287500,0.00,1678,0.99
287600,0.00,1683,1.29
287700,0.00,1704,2.54
287800,0.00,1689,1.65
287900,0.00,1703,2.48
288000,0.00,1683,1.29
288100,0.00,1656,-0.32
288200,0.00,1664,0.16
288300,0.00,1697,2.12
288400,0.00,1689,1.65
288500,0.00,1683,1.29
288600,0.00,1662,0.04
288700,0.00,1672,0.64
288800,0.00,1666,0.28
288900,0.00,1666,0.28
289000,0.00,1632,-1.74
289100,0.00,1665,0.22
289200,0.00,1666,0.28
289300,0.00,1676,0.87
289400,0.00,1656,-0.32
289500,0.00,1681,1.17
289600,0.00,1653,-0.49
289700,0.00,1695,2.00
289800,0.00,1689,1.65
289900,0.00,1678,0.99
290000,0.00,1683,1.29
290100,5.00,1678,0.99
290200,5.00,1715,3.19
290300,5.00,1781,7.12
290400,5.00,1732,4.21
290500,5.00,1730,4.09
290600,5.00,1727,3.91
290700,5.00,1723,3.67
290800,5.00,1727,3.91
290900,5.00,1732,4.21
291000,5.00,1729,4.03
291100,5.00,1732,4.21
291200,5.00,1718,3.37
291300,5.00,1723,3.67
291400,5.00,1732,4.21
291500,5.00,1722,3.61
291600,5.00,1729,4.03
291700,5.00,1724,3.73
291800,5.00,1727,3.91
291900,5.00,1727,3.91
292000,5.00,1732,4.21
292100,5.00,1727,3.91
292200,5.00,1727,3.91
292300,5.00,1723,3.67
292400,5.00,1730,4.09
292500,5.00,1734,4.32
292600,5.00,1730,4.09
292700,5.00,1732,4.21
292800,5.00,1730,4.09
292900,5.00,1730,4.09
293000,5.00,1730,4.09
293100,5.00,1732,4.21
293200,5.00,1729,4.03
293300,5.00,1732,4.21
293400,5.00,1732,4.21
293500,5.00,1735,4.38
293600,5.00,1732,4.21
293700,5.00,1725,3.79
293800,5.00,1735,4.38
293900,5.00,1723,3.67
294000,5.00,1732,4.21
294100,5.00,1723,3.67
294200,5.00,1727,3.91
294300,5.00,1729,4.03
294400,5.00,1732,4.21
294500,5.00,1721,3.55
294600,5.00,1727,3.91
294700,5.00,1730,4.09
294800,5.00,1734,4.32
294900,5.00,1730,4.09
295000,5.00,1727,3.91
295100,5.00,1730,4.09
295200,5.00,1732,4.21
295300,5.00,1725,3.79
295400,5.00,1735,4.38
295500,5.00,1732,4.21
295600,5.00,1727,3.91
295700,5.00,1730,4.09
295800,5.00,1727,3.91
295900,5.00,1729,4.03
296000,5.00,1734,4.32
296100,5.00,1729,4.03
296200,5.00,1732,4.21
296300,5.00,1727,3.91
296400,5.00,1732,4.21
296500,5.00,1752,5.40
296600,5.00,1722,3.61
296700,5.00,1727,3.91
296800,5.00,1732,4.21
296900,5.00,1730,4.09
297000,5.00,1730,4.09
297100,5.00,1724,3.73
297200,5.00,1727,3.91
297300,5.00,1727,3.91
297400,5.00,1734,4.32
297500,5.00,1727,3.91
297600,5.00,1730,4.09
297700,5.00,1727,3.91
297800,5.00,1723,3.67
297900,5.00,1730,4.09
298000,5.00,1721,3.55
298100,5.00,1732,4.21
298200,5.00,1732,4.21
298300,5.00,1727,3.91
298400,5.00,1725,3.79
298500,5.00,1723,3.67
298600,5.00,1730,4.09
298700,5.00,1730,4.09
298800,5.00,1732,4.21
298900,5.00,1730,4.09
299000,5.00,1730,4.09
299100,5.00,1727,3.91
299200,5.00,1730,4.09
299300,5.00,1732,4.21
299400,5.00,1732,4.21
299500,5.00,1722,3.61
299600,5.00,1734,4.32
