timestamp,Set_angle(Deg),ADC_Value(mV), Calc_Servo_Angle(Deg)
4900,0.00,1653,-0.49
5000,0.00,1655,-0.38
5100,0.00,1613,-2.87
5200,0.00,1665,0.22
5300,0.00,1656,-0.32
5400,0.00,1656,-0.32
5500,0.00,1669,0.46
5600,0.00,1595,-3.95
5700,0.00,1655,-0.38
5800,0.00,1662,0.04
5900,0.00,1653,-0.49
6000,0.00,1669,0.46
6100,0.00,1669,0.46
6200,0.00,1669,0.46
6300,0.00,1655,-0.38
6400,0.00,1691,1.77
6500,0.00,1662,0.04
6600,0.00,1662,0.04
6700,0.00,1662,0.04
6800,0.00,1666,0.28
6900,0.00,1666,0.28
7000,0.00,1653,-0.49
7100,0.00,1655,-0.38
7200,0.00,1656,-0.32
7300,0.00,1656,-0.32
7400,0.00,1651,-0.61
7500,0.00,1674,0.75
7600,0.00,1656,-0.32
7700,0.00,1655,-0.38
7800,0.00,1666,0.28
7900,0.00,1662,0.04
8000,0.00,1656,-0.32
8100,0.00,1662,0.04
8200,0.00,1591,-4.18
8300,0.00,1660,-0.08
8400,0.00,1646,-0.91
8500,0.00,1656,-0.32
8600,0.00,1653,-0.49
8700,0.00,1662,0.04
8800,0.00,1655,-0.38
8900,0.00,1655,-0.38
9000,0.00,1667,0.34
9100,0.00,1655,-0.38
9200,0.00,1655,-0.38
9300,0.00,1662,0.04
9400,0.00,1656,-0.32
9500,0.00,1665,0.22
9600,0.00,1656,-0.32
9700,0.00,1662,0.04
9800,0.00,1655,-0.38
9900,0.00,1666,0.28
10000,0.00,1655,-0.38
10100,5.00,1666,0.28
10200,5.00,1732,4.21
10300,5.00,1761,5.93
10400,5.00,1730,4.09
10500,5.00,1725,3.79
10600,5.00,1725,3.79
10700,5.00,1733,4.27
10800,5.00,1735,4.38
10900,5.00,1727,3.91
11000,5.00,1733,4.27
11100,5.00,1727,3.91
11200,5.00,1727,3.91
11300,5.00,1730,4.09
11400,5.00,1734,4.32
11500,5.00,1730,4.09
11600,5.00,1730,4.09
11700,5.00,1732,4.21
11800,5.00,1727,3.91
11900,5.00,1732,4.21
12000,5.00,1735,4.38
12100,5.00,1727,3.91
12200,5.00,1729,4.03
12300,5.00,1730,4.09
12400,5.00,1727,3.91
12500,5.00,1727,3.91
12600,5.00,1732,4.21
12700,5.00,1732,4.21
12800,5.00,1725,3.79
12900,5.00,1732,4.21
13000,5.00,1730,4.09
13100,5.00,1727,3.91
13200,5.00,1725,3.79
13300,5.00,1727,3.91
13400,5.00,1732,4.21
13500,5.00,1727,3.91
13600,5.00,1721,3.55
13700,5.00,1732,4.21
13800,5.00,1732,4.21
13900,5.00,1739,4.62
14000,5.00,1756,5.63
14100,5.00,1735,4.38
14200,5.00,1722,3.61
14300,5.00,1727,3.91
14400,5.00,1732,4.21
14500,5.00,1730,4.09
14600,5.00,1730,4.09
14700,5.00,1732,4.21
14800,5.00,1723,3.67
14900,5.00,1727,3.91
15000,5.00,1732,4.21
15100,5.00,1725,3.79
15200,5.00,1727,3.91
15300,5.00,1735,4.38
15400,5.00,1730,4.09
15500,5.00,1727,3.91
15600,5.00,1732,4.21
15700,5.00,1729,4.03
15800,5.00,1727,3.91
15900,5.00,1727,3.91
16000,5.00,1738,4.56
16100,5.00,1725,3.79
16200,5.00,1721,3.55
16300,5.00,1724,3.73
16400,5.00,1729,4.03
16500,5.00,1732,4.21
16600,5.00,1725,3.79
16700,5.00,1727,3.91
16800,5.00,1725,3.79
16900,5.00,1732,4.21
17000,5.00,1732,4.21
17100,5.00,1732,4.21
17200,5.00,1730,4.09
17300,5.00,1733,4.27
17400,5.00,1732,4.21
17500,5.00,1732,4.21
17600,5.00,1732,4.21
17700,5.00,1732,4.21
17800,5.00,1732,4.21
17900,5.00,1735,4.38
18000,5.00,1734,4.32
18100,5.00,1730,4.09
18200,5.00,1727,3.91
18300,5.00,1727,3.91
18400,5.00,1742,4.80
18500,5.00,1723,3.67
18600,5.00,1732,4.21
18700,5.00,1732,4.21
18800,5.00,1730,4.09
18900,5.00,1730,4.09
19000,5.00,1732,4.21
19100,5.00,1734,4.32
19200,5.00,1732,4.21
19300,5.00,1695,2.00
19400,5.00,1732,4.21
19500,5.00,1732,4.21
19600,5.00,1735,4.38
19700,5.00,1723,3.67
19800,5.00,1729,4.03
19900,5.00,1732,4.21
20000,5.00,1730,4.09
20100,10.00,1733,4.27
20200,10.00,1783,7.24
20300,10.00,1881,13.07
20400,10.00,1813,9.03
20500,10.00,1815,9.14
20600,10.00,1805,8.55
20700,10.00,1811,8.91
20800,10.00,1811,8.91
20900,10.00,1813,9.03
21000,10.00,1818,9.32
21100,10.00,1811,8.91
21200,10.00,1817,9.26
21300,10.00,1818,9.32
21400,10.00,1805,8.55
21500,10.00,1819,9.38
21600,10.00,1805,8.55
21700,10.00,1815,9.14
21800,10.00,1815,9.14
21900,10.00,1811,8.91
22000,10.00,1810,8.85
22100,10.00,1817,9.26
22200,10.00,1819,9.38
22300,10.00,1810,8.85
22400,10.00,1869,12.36
22500,10.00,1806,8.61
22600,10.00,1811,8.91
22700,10.00,1811,8.91
22800,10.00,1813,9.03
22900,10.00,1815,9.14
23000,10.00,1808,8.73
23100,10.00,1811,8.91
23200,10.00,1806,8.61
23300,10.00,1815,9.14
23400,10.00,1816,9.20
23500,10.00,1811,8.91
23600,10.00,1815,9.14
23700,10.00,1829,9.98
23800,10.00,1811,8.91
23900,10.00,1815,9.14
24000,10.00,1810,8.85
24100,10.00,1803,8.43
24200,10.00,1815,9.14
24300,10.00,1806,8.61
24400,10.00,1813,9.03
24500,10.00,1813,9.03
24600,10.00,1810,8.85
24700,10.00,1813,9.03
24800,10.00,1810,8.85
24900,10.00,1815,9.14
25000,10.00,1817,9.26
25100,10.00,1815,9.14
25200,10.00,1813,9.03
25300,10.00,1818,9.32
25400,10.00,1815,9.14
25500,10.00,1810,8.85
25600,10.00,1818,9.32
25700,10.00,1815,9.14
25800,10.00,1813,9.03
25900,10.00,1806,8.61
26000,10.00,1810,8.85
26100,10.00,1828,9.92
26200,10.00,1811,8.91
26300,10.00,1811,8.91
26400,10.00,1815,9.14
26500,10.00,1813,9.03
26600,10.00,1805,8.55
26700,10.00,1811,8.91
26800,10.00,1812,8.97
26900,10.00,1813,9.03
27000,10.00,1810,8.85
27100,10.00,1813,9.03
27200,10.00,1837,10.45
27300,10.00,1813,9.03
27400,10.00,1817,9.26
27500,10.00,1806,8.61
27600,10.00,1810,8.85
27700,10.00,1818,9.32
27800,10.00,1815,9.14
27900,10.00,1819,9.38
28000,10.00,1818,9.32
28100,10.00,1806,8.61
28200,10.00,1811,8.91
28300,10.00,1838,10.51
28400,10.00,1813,9.03
28500,10.00,1808,8.73
28600,10.00,1815,9.14
28700,10.00,1829,9.98
28800,10.00,1805,8.55
28900,10.00,1810,8.85
29000,10.00,1817,9.26
29100,10.00,1815,9.14
29200,10.00,1810,8.85
29300,10.00,1811,8.91
29400,10.00,1813,9.03
29500,10.00,1811,8.91
29600,10.00,1838,10.51
29700,10.00,1815,9.14
29800,10.00,1810,8.85
29900,10.00,1813,9.03
30000,10.00,1815,9.14
30100,15.00,1813,9.03
30200,15.00,1908,14.68
30300,15.00,1922,15.51
30400,15.00,1898,14.08
30500,15.00,1894,13.85
30600,15.00,1900,14.20
30700,15.00,1897,14.02
30800,15.00,1894,13.85
30900,15.00,1900,14.20
31000,15.00,1900,14.20
31100,15.00,1899,14.14
31200,15.00,1895,13.90
31300,15.00,1898,14.08
31400,15.00,1900,14.20
31500,15.00,1900,14.20
31600,15.00,1894,13.85
31700,15.00,1898,14.08
31800,15.00,1898,14.08
31900,15.00,1897,14.02
32000,15.00,1894,13.85
32100,15.00,1902,14.32
32200,15.00,1894,13.85
32300,15.00,1894,13.85
32400,15.00,1898,14.08
32500,15.00,1895,13.90
32600,15.00,1894,13.85
32700,15.00,1898,14.08
32800,15.00,1894,13.85
32900,15.00,1900,14.20
33000,15.00,1900,14.20
33100,15.00,1894,13.85
33200,15.00,1898,14.08
33300,15.00,1895,13.90
33400,15.00,1891,13.67
33500,15.00,1897,14.02
33600,15.00,1898,14.08
33700,15.00,1895,13.90
33800,15.00,1898,14.08
33900,15.00,1899,14.14
34000,15.00,1905,14.50
34100,15.00,1922,15.51
34200,15.00,1898,14.08
34300,15.00,1907,14.62
34400,15.00,1898,14.08
34500,15.00,1894,13.85
34600,15.00,1895,13.90
34700,15.00,1894,13.85
34800,15.00,1900,14.20
34900,15.00,1898,14.08
35000,15.00,1900,14.20
35100,15.00,1899,14.14
35200,15.00,1897,14.02
35300,15.00,1896,13.96
35400,15.00,1895,13.90
35500,15.00,1891,13.67
35600,15.00,1900,14.20
35700,15.00,1907,14.62
35800,15.00,1900,14.20
35900,15.00,1900,14.20
36000,15.00,1895,13.90
36100,15.00,1896,13.96
36200,15.00,1900,14.20
36300,15.00,1910,14.80
36400,15.00,1907,14.62
36500,15.00,1891,13.67
36600,15.00,1925,15.69
36700,15.00,1899,14.14
36800,15.00,1894,13.85
36900,15.00,1898,14.08
37000,15.00,1896,13.96
37100,15.00,1907,14.62
37200,15.00,1900,14.20
37300,15.00,1900,14.20
37400,15.00,1900,14.20
37500,15.00,1894,13.85
37600,15.00,1900,14.20
37700,15.00,1895,13.90
37800,15.00,1906,14.56
37900,15.00,1891,13.67
38000,15.00,1894,13.85
38100,15.00,1894,13.85
38200,15.00,1888,13.49
38300,15.00,1900,14.20
38400,15.00,1896,13.96
38500,15.00,1898,14.08
38600,15.00,1899,14.14
38700,15.00,1900,14.20
38800,15.00,1895,13.90
38900,15.00,1900,14.20
39000,15.00,1900,14.20
39100,15.00,1895,13.90
39200,15.00,1898,14.08
39300,15.00,1896,13.96
39400,15.00,1891,13.67
39500,15.00,1900,14.20
39600,15.00,1894,13.85
39700,15.00,1895,13.90
39800,15.00,1911,14.86
39900,15.00,1908,14.68
40000,15.00,1895,13.90
40100,20.00,2165,29.97
40200,20.00,1993,19.74
40300,20.00,1993,19.74
40400,20.00,1975,18.66
40500,20.00,1981,19.02
40600,20.00,1987,19.38
40700,20.00,1991,19.62
40800,20.00,1978,18.84
40900,20.00,1977,18.78
41000,20.00,1978,18.84
41100,20.00,1993,19.74
41200,20.00,1982,19.08
41300,20.00,1969,18.31
41400,20.00,1975,18.66
41500,20.00,1982,19.08
41600,20.00,1975,18.66
41700,20.00,1975,18.66
41800,20.00,1980,18.96
41900,20.00,1974,18.60
42000,20.00,1994,19.80
42100,20.00,1983,19.14
42200,20.00,1979,18.90
42300,20.00,1973,18.55
42400,20.00,1982,19.08
42500,20.00,1977,18.78
42600,20.00,1973,18.55
42700,20.00,1977,18.78
42800,20.00,1975,18.66
42900,20.00,1978,18.84
43000,20.00,1978,18.84
43100,20.00,1973,18.55
43200,20.00,1979,18.90
43300,20.00,1975,18.66
43400,20.00,1975,18.66
43500,20.00,1975,18.66
43600,20.00,1975,18.66
43700,20.00,1974,18.60
43800,20.00,2004,20.39
43900,20.00,1977,18.78
44000,20.00,1979,18.90
44100,20.00,1983,19.14
44200,20.00,2001,20.21
44300,20.00,2021,21.40
44400,20.00,1979,18.90
44500,20.00,1978,18.84
44600,20.00,1978,18.84
44700,20.00,2233,34.02
44800,20.00,1977,18.78
44900,20.00,1977,18.78
45000,20.00,1982,19.08
45100,20.00,1974,18.60
45200,20.00,1981,19.02
45300,20.00,1977,18.78
45400,20.00,1978,18.84
45500,20.00,1977,18.78
45600,20.00,1975,18.66
45700,20.00,1975,18.66
45800,20.00,1974,18.60
45900,20.00,1978,18.84
46000,20.00,1975,18.66
46100,20.00,1973,18.55
46200,20.00,1979,18.90
46300,20.00,1996,19.91
46400,20.00,1949,17.12
46500,20.00,1989,19.50
46600,20.00,1974,18.60
46700,20.00,1990,19.56
46800,20.00,1987,19.38
46900,20.00,1978,18.84
47000,20.00,1978,18.84
47100,20.00,1973,18.55
47200,20.00,2004,20.39
47300,20.00,1975,18.66
47400,20.00,1978,18.84
47500,20.00,1980,18.96
47600,20.00,1978,18.84
47700,20.00,1966,18.13
47800,20.00,1978,18.84
47900,20.00,1975,18.66
48000,20.00,1974,18.60
48100,20.00,1989,19.50
48200,20.00,1979,18.90
48300,20.00,1975,18.66
48400,20.00,1973,18.55
48500,20.00,1994,19.80
48600,20.00,1977,18.78
48700,20.00,1975,18.66
48800,20.00,1977,18.78
48900,20.00,1974,18.60
49000,20.00,1982,19.08
49100,20.00,1979,18.90
49200,20.00,1973,18.55
49300,20.00,1981,19.02
49400,20.00,1979,18.90
49500,20.00,1981,19.02
49600,20.00,1983,19.14
49700,20.00,1975,18.66
49800,20.00,1977,18.78
49900,20.00,1974,18.60
50000,20.00,1973,18.55
50100,25.00,1991,19.62
50200,25.00,2035,22.23
50300,25.00,2087,25.33
50400,25.00,2104,26.34
50500,25.00,2063,23.90
50600,25.00,2060,23.72
50700,25.00,2068,24.20
50800,25.00,2062,23.84
50900,25.00,2060,23.72
51000,25.00,2063,23.90
51100,25.00,2082,25.03
51200,25.00,2061,23.78
51300,25.00,2060,23.72
51400,25.00,2068,24.20
51500,25.00,2060,23.72
51600,25.00,2070,24.32
51700,25.00,2062,23.84
51800,25.00,2062,23.84
51900,25.00,2068,24.20
52000,25.00,2068,24.20
52100,25.00,2060,23.72
52200,25.00,2062,23.84
52300,25.00,2063,23.90
52400,25.00,2062,23.84
52500,25.00,2102,26.22
52600,25.00,2055,23.42
52700,25.00,2068,24.20
52800,25.00,2058,23.60
52900,25.00,2063,23.90
53000,25.00,2060,23.72
53100,25.00,2072,24.44
53200,25.00,2068,24.20
53300,25.00,2060,23.72
53400,25.00,2063,23.90
53500,25.00,2068,24.20
53600,25.00,2060,23.72
53700,25.00,2060,23.72
53800,25.00,2057,23.54
53900,25.00,2068,24.20
54000,25.00,2068,24.20
54100,25.00,2062,23.84
54200,25.00,2068,24.20
54300,25.00,2060,23.72
54400,25.00,2100,26.10
54500,25.00,2069,24.26
54600,25.00,2063,23.90
54700,25.00,2063,23.90
54800,25.00,2062,23.84
54900,25.00,2060,23.72
55000,25.00,2062,23.84
55100,25.00,2068,24.20
55200,25.00,2062,23.84
55300,25.00,2070,24.32
55400,25.00,2076,24.67
55500,25.00,2065,24.02
55600,25.00,2068,24.20
55700,25.00,2068,24.20
55800,25.00,2063,23.90
55900,25.00,2062,23.84
56000,25.00,2063,23.90
56100,25.00,2074,24.56
56200,25.00,2071,24.38
56300,25.00,2071,24.38
56400,25.00,2072,24.44
56500,25.00,2062,23.84
56600,25.00,2062,23.84
56700,25.00,2062,23.84
56800,25.00,2068,24.20
56900,25.00,2060,23.72
57000,25.00,2070,24.32
57100,25.00,2058,23.60
57200,25.00,2074,24.56
57300,25.00,2068,24.20
57400,25.00,2063,23.90
57500,25.00,2063,23.90
57600,25.00,2068,24.20
57700,25.00,2060,23.72
57800,25.00,2062,23.84
57900,25.00,2063,23.90
58000,25.00,2060,23.72
58100,25.00,2060,23.72
58200,25.00,2068,24.20
58300,25.00,2060,23.72
58400,25.00,2061,23.78
58500,25.00,2060,23.72
58600,25.00,2060,23.72
58700,25.00,2076,24.67
58800,25.00,2068,24.20
58900,25.00,2063,23.90
59000,25.00,2068,24.20
59100,25.00,2063,23.90
59200,25.00,2062,23.84
59300,25.00,2060,23.72
59400,25.00,2058,23.60
59500,25.00,2068,24.20
59600,25.00,2063,23.90
59700,25.00,2060,23.72
59800,25.00,2058,23.60
59900,25.00,2060,23.72
60000,25.00,2072,24.44
60100,30.00,2060,23.72
60200,30.00,2124,27.53
60300,30.00,2183,31.04
60400,30.00,2156,29.43
60500,30.00,2142,28.60
60600,30.00,2151,29.14
60700,30.00,2144,28.72
60800,30.00,2138,28.36
60900,30.00,2107,26.52
61000,30.00,2150,29.08
61100,30.00,2144,28.72
61200,30.00,2150,29.08
61300,30.00,2141,28.54
61400,30.00,2148,28.96
61500,30.00,2153,29.26
61600,30.00,2141,28.54
61700,30.00,2137,28.30
61800,30.00,2138,28.36
61900,30.00,2141,28.54
62000,30.00,2150,29.08
62100,30.00,2144,28.72
62200,30.00,2144,28.72
62300,30.00,2137,28.30
62400,30.00,2142,28.60
62500,30.00,2160,29.67
62600,30.00,2141,28.54
62700,30.00,2141,28.54
62800,30.00,2141,28.54
62900,30.00,2149,29.02
63000,30.00,2142,28.60
63100,30.00,2142,28.60
63200,30.00,2186,31.22
63300,30.00,2148,28.96
63400,30.00,2155,29.37
63500,30.00,2149,29.02
63600,30.00,2137,28.30
63700,30.00,2142,28.60
63800,30.00,2141,28.54
63900,30.00,2143,28.66
64000,30.00,2148,28.96
64100,30.00,2148,28.96
64200,30.00,2142,28.60
64300,30.00,2143,28.66
64400,30.00,2150,29.08
64500,30.00,2151,29.14
64600,30.00,2151,29.14
64700,30.00,2144,28.72
64800,30.00,2138,28.36
64900,30.00,2144,28.72
65000,30.00,2142,28.60
65100,30.00,2156,29.43
65200,30.00,2142,28.60
65300,30.00,2142,28.60
65400,30.00,2148,28.96
65500,30.00,2144,28.72
65600,30.00,2142,28.60
65700,30.00,2138,28.36
65800,30.00,2142,28.60
65900,30.00,2142,28.60
66000,30.00,2164,29.91
66100,30.00,2151,29.14
66200,30.00,2150,29.08
66300,30.00,2102,26.22
66400,30.00,2153,29.26
66500,30.00,2142,28.60
66600,30.00,2137,28.30
66700,30.00,2142,28.60
66800,30.00,2148,28.96
66900,30.00,2139,28.42
67000,30.00,2141,28.54
67100,30.00,2144,28.72
67200,30.00,2144,28.72
67300,30.00,2142,28.60
67400,30.00,2144,28.72
67500,30.00,2142,28.60
67600,30.00,2138,28.36
67700,30.00,2142,28.60
67800,30.00,2141,28.54
67900,30.00,2144,28.72
68000,30.00,2148,28.96
68100,30.00,2149,29.02
68200,30.00,2150,29.08
68300,30.00,2194,31.69
68400,30.00,2144,28.72
68500,30.00,2144,28.72
68600,30.00,2156,29.43
68700,30.00,2151,29.14
68800,30.00,2151,29.14
68900,30.00,2142,28.60
69000,30.00,2149,29.02
69100,30.00,2412,44.67
69200,30.00,2142,28.60
69300,30.00,2141,28.54
69400,30.00,2141,28.54
69500,30.00,2142,28.60
69600,30.00,2155,29.37
69700,30.00,2142,28.60
69800,30.00,2160,29.67
69900,30.00,2144,28.72
70000,30.00,2137,28.30
70100,35.00,2141,28.54
70200,35.00,2194,31.69
70300,35.00,2261,35.68
70400,35.00,2231,33.90
70500,35.00,2235,34.13
70600,35.00,2228,33.72
70700,35.00,2225,33.54
70800,35.00,2233,34.02
70900,35.00,2231,33.90
71000,35.00,2233,34.02
71100,35.00,2230,33.84
71200,35.00,2225,33.54
71300,35.00,2235,34.13
71400,35.00,2229,33.78
71500,35.00,2228,33.72
71600,35.00,2223,33.42
71700,35.00,2230,33.84
71800,35.00,2225,33.54
71900,35.00,2235,34.13
72000,35.00,2224,33.48
72100,35.00,2225,33.54
72200,35.00,2230,33.84
72300,35.00,2230,33.84
72400,35.00,2225,33.54
72500,35.00,2228,33.72
72600,35.00,2233,34.02
72700,35.00,2233,34.02
72800,35.00,2233,34.02
72900,35.00,2233,34.02
73000,35.00,2230,33.84
73100,35.00,2233,34.02
73200,35.00,2247,34.85
73300,35.00,2230,33.84
73400,35.00,2231,33.90
73500,35.00,2224,33.48
73600,35.00,2228,33.72
73700,35.00,2228,33.72
73800,35.00,2233,34.02
73900,35.00,2223,33.42
74000,35.00,2231,33.90
74100,35.00,2228,33.72
74200,35.00,2223,33.42
74300,35.00,2225,33.54
74400,35.00,2242,34.55
74500,35.00,2230,33.84
74600,35.00,2222,33.36
74700,35.00,2221,33.30
74800,35.00,2233,34.02
74900,35.00,2221,33.30
75000,35.00,2233,34.02
75100,35.00,2225,33.54
75200,35.00,2223,33.42
75300,35.00,2240,34.43
75400,35.00,2221,33.30
75500,35.00,2226,33.60
75600,35.00,2233,34.02
75700,35.00,2228,33.72
75800,35.00,2231,33.90
75900,35.00,2233,34.02
76000,35.00,2231,33.90
76100,35.00,2220,33.24
76200,35.00,2230,33.84
76300,35.00,2222,33.36
76400,35.00,2176,30.62
76500,35.00,2230,33.84
76600,35.00,2231,33.90
76700,35.00,2240,34.43
76800,35.00,2225,33.54
76900,35.00,2223,33.42
77000,35.00,2206,32.41
77100,35.00,2226,33.60
77200,35.00,2223,33.42
77300,35.00,2233,34.02
77400,35.00,2229,33.78
77500,35.00,2233,34.02
77600,35.00,2235,34.13
77700,35.00,2221,33.30
77800,35.00,2231,33.90
77900,35.00,2235,34.13
78000,35.00,2231,33.90
78100,35.00,2231,33.90
78200,35.00,2229,33.78
78300,35.00,2230,33.84
78400,35.00,2230,33.84
78500,35.00,2221,33.30
78600,35.00,2228,33.72
78700,35.00,2231,33.90
78800,35.00,2240,34.43
78900,35.00,2223,33.42
79000,35.00,2233,34.02
79100,35.00,2233,34.02
79200,35.00,2223,33.42
79300,35.00,2230,33.84
79400,35.00,2223,33.42
79500,35.00,2223,33.42
79600,35.00,2229,33.78
79700,35.00,2223,33.42
79800,35.00,2231,33.90
79900,35.00,2240,34.43
80000,35.00,2228,33.72
80100,30.00,2350,40.98
80200,30.00,2268,36.10
80300,30.00,2176,30.62
80400,30.00,2164,29.91
80500,30.00,2166,30.03
80600,30.00,2160,29.67
80700,30.00,2164,29.91
80800,30.00,2174,30.50
80900,30.00,2226,33.60
81000,30.00,2167,30.09
81100,30.00,2161,29.73
81200,30.00,2164,29.91
81300,30.00,2151,29.14
81400,30.00,2161,29.73
81500,30.00,2160,29.67
81600,30.00,2160,29.67
81700,30.00,2156,29.43
81800,30.00,2161,29.73
81900,30.00,2155,29.37
82000,30.00,2160,29.67
82100,30.00,2153,29.26
82200,30.00,2155,29.37
82300,30.00,2152,29.20
82400,30.00,2153,29.26
82500,30.00,2161,29.73
82600,30.00,2087,25.33
82700,30.00,2155,29.37
82800,30.00,2161,29.73
82900,30.00,2164,29.91
83000,30.00,2157,29.49
83100,30.00,2155,29.37
83200,30.00,2155,29.37
83300,30.00,2165,29.97
83400,30.00,2162,29.79
83500,30.00,2165,29.97
83600,30.00,2161,29.73
83700,30.00,2153,29.26
83800,30.00,2168,30.15
83900,30.00,2161,29.73
84000,30.00,2165,29.97
84100,30.00,2164,29.91
84200,30.00,2155,29.37
84300,30.00,2161,29.73
84400,30.00,2159,29.61
84500,30.00,2155,29.37
84600,30.00,2168,30.15
84700,30.00,2165,29.97
84800,30.00,2164,29.91
84900,30.00,2156,29.43
85000,30.00,2155,29.37
85100,30.00,2167,30.09
85200,30.00,2164,29.91
85300,30.00,2164,29.91
85400,30.00,2155,29.37
85500,30.00,2161,29.73
85600,30.00,2161,29.73
85700,30.00,2156,29.43
85800,30.00,2157,29.49
85900,30.00,2164,29.91
86000,30.00,2160,29.67
86100,30.00,2168,30.15
86200,30.00,2155,29.37
86300,30.00,2162,29.79
86400,30.00,2174,30.50
86500,30.00,2161,29.73
86600,30.00,2155,29.37
86700,30.00,2161,29.73
86800,30.00,2157,29.49
86900,30.00,2159,29.61
87000,30.00,2165,29.97
87100,30.00,2156,29.43
87200,30.00,2157,29.49
87300,30.00,2168,30.15
87400,30.00,2157,29.49
87500,30.00,2155,29.37
87600,30.00,2158,29.55
87700,30.00,2156,29.43
87800,30.00,2159,29.61
87900,30.00,2153,29.26
88000,30.00,2164,29.91
88100,30.00,2167,30.09
88200,30.00,2165,29.97
88300,30.00,2165,29.97
88400,30.00,2171,30.33
88500,30.00,2153,29.26
88600,30.00,2160,29.67
88700,30.00,2160,29.67
88800,30.00,2158,29.55
88900,30.00,2157,29.49
89000,30.00,2157,29.49
89100,30.00,2164,29.91
89200,30.00,2157,29.49
89300,30.00,2152,29.20
89400,30.00,2160,29.67
89500,30.00,2150,29.08
89600,30.00,2155,29.37
89700,30.00,2165,29.97
89800,30.00,2161,29.73
89900,30.00,2157,29.49
90000,30.00,2161,29.73
90100,25.00,2156,29.43
90200,25.00,2098,25.98
90300,25.00,2126,27.65
90400,25.00,2074,24.56
90500,25.00,2087,25.33
90600,25.00,2076,24.67
90700,25.00,2071,24.38
90800,25.00,2074,24.56
90900,25.00,2076,24.67
91000,25.00,2076,24.67
91100,25.00,2076,24.67
91200,25.00,2089,25.45
91300,25.00,2074,24.56
91400,25.00,2085,25.21
91500,25.00,2080,24.91
91600,25.00,2083,25.09
91700,25.00,2072,24.44
91800,25.00,2072,24.44
91900,25.00,2083,25.09
92000,25.00,2076,24.67
92100,25.00,2076,24.67
92200,25.00,2076,24.67
92300,25.00,2083,25.09
92400,25.00,2087,25.33
92500,25.00,2076,24.67
92600,25.00,2076,24.67
92700,25.00,2075,24.61
92800,25.00,2082,25.03
92900,25.00,2089,25.45
93000,25.00,2082,25.03
93100,25.00,2076,24.67
93200,25.00,2083,25.09
93300,25.00,2076,24.67
93400,25.00,2072,24.44
93500,25.00,2076,24.67
93600,25.00,2082,25.03
93700,25.00,2080,24.91
93800,25.00,2076,24.67
93900,25.00,2076,24.67
94000,25.00,2082,25.03
94100,25.00,2082,25.03
94200,25.00,2082,25.03
94300,25.00,2082,25.03
94400,25.00,2083,25.09
94500,25.00,2072,24.44
94600,25.00,2075,24.61
94700,25.00,2111,26.76
94800,25.00,2080,24.91
94900,25.00,2083,25.09
95000,25.00,2082,25.03
95100,25.00,2108,26.58
95200,25.00,2076,24.67
95300,25.00,2080,24.91
95400,25.00,2072,24.44
95500,25.00,2190,31.46
95600,25.00,2084,25.15
95700,25.00,2083,25.09
95800,25.00,2076,24.67
95900,25.00,2072,24.44
96000,25.00,2021,21.40
96100,25.00,2076,24.67
96200,25.00,2072,24.44
96300,25.00,2076,24.67
96400,25.00,2075,24.61
96500,25.00,2082,25.03
96600,25.00,2082,25.03
96700,25.00,2076,24.67
96800,25.00,2082,25.03
96900,25.00,2076,24.67
97000,25.00,2080,24.91
97100,25.00,2085,25.21
97200,25.00,2080,24.91
97300,25.00,2076,24.67
97400,25.00,2076,24.67
97500,25.00,2080,24.91
97600,25.00,2105,26.40
97700,25.00,2089,25.45
97800,25.00,2082,25.03
97900,25.00,2082,25.03
98000,25.00,2072,24.44
98100,25.00,2076,24.67
98200,25.00,2076,24.67
98300,25.00,2083,25.09
98400,25.00,2076,24.67
98500,25.00,2080,24.91
98600,25.00,2076,24.67
98700,25.00,2073,24.50
98800,25.00,2083,25.09
98900,25.00,2070,24.32
99000,25.00,2076,24.67
99100,25.00,2083,25.09
99200,25.00,2087,25.33
99300,25.00,2082,25.03
99400,25.00,2086,25.27
99500,25.00,2080,24.91
99600,25.00,2076,24.67
99700,25.00,2074,24.56
99800,25.00,2074,24.56
99900,25.00,2080,24.91
100000,25.00,2083,25.09
100100,20.00,2074,24.56
100200,20.00,2041,22.59
100300,20.00,2071,24.38
100400,20.00,1999,20.09
100500,20.00,1993,19.74
100600,20.00,1993,19.74
100700,20.00,2001,20.21
100800,20.00,1993,19.74
100900,20.00,2000,20.15
101000,20.00,2004,20.39
101100,20.00,1990,19.56
101200,20.00,2023,21.52
101300,20.00,1994,19.80
101400,20.00,2002,20.27
101500,20.00,1991,19.62
101600,20.00,1993,19.74
101700,20.00,1999,20.09
101800,20.00,1994,19.80
101900,20.00,1997,19.97
102000,20.00,1996,19.91
102100,20.00,1991,19.62
102200,20.00,2004,20.39
102300,20.00,1999,20.09
102400,20.00,1994,19.80
102500,20.00,1996,19.91
102600,20.00,1989,19.50
102700,20.00,1994,19.80
102800,20.00,1989,19.50
102900,20.00,1999,20.09
103000,20.00,2001,20.21
103100,20.00,1997,19.97
103200,20.00,1963,17.95
103300,20.00,1994,19.80
103400,20.00,2005,20.45
103500,20.00,1994,19.80
103600,20.00,1989,19.50
103700,20.00,2005,20.45
103800,20.00,2005,20.45
103900,20.00,1999,20.09
104000,20.00,1993,19.74
104100,20.00,1996,19.91
104200,20.00,1997,19.97
