timestamp (s),latitude (°),longitude (°),speedMps (m/s),Calc_deg_servo_1 (°),Calc_deg_servo_2 (°),yaw (°),heading_setpoint (°),heading_error (°),rudder_cmd (°),track_wp_index,distance_to_wp (m),accel_x (g),accel_y (g),accel_z (g),gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s),rpm_prop_1 (rpm),rpm_prop_2 (rpm),battery_1 (V),battery_2 (V),mode_auto
104.904,-7.285403,112.790251,0.00,0.81,0.33,257.10,257.10,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,-0.06,0.00,0,0,12.42,12.44,0
105.004,-7.285403,112.790251,0.00,0.45,-0.49,257.10,257.10,0.00,0.32,0,0.0,-0.08,0.00,1.00,-0.06,0.00,0.00,0,0,12.32,12.44,0
105.104,-7.285403,112.790251,0.00,0.87,0.33,257.09,257.09,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,-0.06,0.00,0,0,12.42,12.48,0
105.204,-7.285403,112.790251,0.00,0.63,-0.07,257.09,257.09,0.00,0.32,0,0.0,-0.08,0.00,0.99,-0.06,-0.06,0.00,0,0,12.42,12.43,0
105.304,-7.285403,112.790251,0.00,1.23,-0.07,257.09,257.09,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.44,0
105.404,-7.285403,112.790251,0.00,1.23,-0.25,257.09,257.09,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.39,12.43,0
105.504,-7.285403,112.790251,0.00,0.57,-0.07,257.08,257.08,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.44,0
105.604,-7.285403,112.790251,0.00,0.21,0.33,257.08,257.08,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.47,0
105.704,-7.285403,112.790251,0.00,0.45,-0.19,257.08,257.08,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,-0.06,0.00,0,0,12.50,12.47,0
105.804,-7.285403,112.790251,0.00,0.81,0.33,257.08,257.08,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.45,0
105.904,-7.285403,112.790251,0.00,0.63,-0.25,257.08,257.08,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.51,12.44,0
106.004,-7.285403,112.790251,0.00,0.45,-0.07,257.07,257.07,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.29,12.44,0
106.104,-7.285403,112.790251,0.00,0.45,0.33,257.07,257.07,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.45,0
106.204,-7.285403,112.790251,0.00,0.99,0.33,257.07,257.07,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.47,0
106.304,-7.285403,112.790251,0.00,0.81,-0.31,257.07,257.07,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.43,12.44,0
106.404,-7.285403,112.790251,0.00,0.99,-0.19,257.06,257.06,0.00,0.16,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.46,12.45,0
106.504,-7.285403,112.790251,0.00,1.23,0.33,257.06,257.06,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.49,0
106.604,-7.285403,112.790251,0.00,0.57,0.39,257.06,257.06,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.46,0
106.704,-7.285403,112.790251,0.00,0.87,-0.07,257.06,257.06,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.39,12.45,0
106.804,-7.285403,112.790251,0.00,0.81,0.10,257.06,257.06,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.42,0
106.904,-7.285403,112.790251,0.00,0.81,0.04,257.06,257.06,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.49,0
107.004,-7.285403,112.790251,0.00,0.93,0.10,257.06,257.06,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.44,0
107.104,-7.285403,112.790251,0.00,0.45,0.10,257.06,257.06,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.47,0
107.204,-7.285403,112.790251,0.00,0.81,0.33,257.06,257.06,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.47,0
107.304,-7.285403,112.790251,0.00,0.81,0.45,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.53,12.45,0
107.404,-7.285403,112.790251,0.00,0.57,0.33,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.47,0
107.504,-7.285403,112.790251,0.00,0.57,-0.07,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.28,12.46,0
107.604,-7.285403,112.790251,0.00,0.75,0.33,257.05,257.05,0.00,0.16,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.43,12.42,0
107.704,-7.285403,112.790251,0.00,0.81,-0.07,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.42,0
107.804,-7.285403,112.790251,0.00,0.81,0.33,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.49,0
107.904,-7.285403,112.790251,0.00,0.45,0.33,257.05,257.05,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.47,0
108.004,-7.285403,112.790251,0.00,0.57,-0.25,257.05,257.05,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.36,12.47,0
108.104,-7.285403,112.790251,0.00,0.81,-0.31,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.25,12.47,0
108.204,-7.285403,112.790251,0.00,0.57,-0.07,257.05,257.05,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.47,0
108.304,-7.285403,112.790251,0.00,0.99,0.33,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.49,0
108.404,-7.285403,112.790251,0.00,0.75,0.10,257.05,257.05,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.47,0
108.504,-7.285403,112.790251,0.00,0.57,-0.49,257.05,257.05,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.32,12.47,0
108.604,-7.285403,112.790251,0.00,0.81,-0.31,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.45,0
108.704,-7.285403,112.790251,0.00,0.81,0.33,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.57,12.57,0
108.804,-7.285403,112.790251,0.00,0.81,0.10,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.47,0
108.904,-7.285403,112.790251,0.00,0.21,-0.07,257.05,257.05,0.00,0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.49,0
109.004,-7.285403,112.790251,0.00,0.93,0.10,257.05,257.05,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.44,0
109.104,-7.285403,112.790251,0.00,0.04,-0.07,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.51,12.46,0
109.204,-7.285403,112.790251,0.00,0.45,0.33,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.49,12.44,0
109.304,-7.285403,112.790251,0.00,0.99,-0.07,257.05,257.05,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.35,12.44,0
109.404,-7.285403,112.790251,0.00,0.81,0.10,257.05,257.05,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.47,12.47,0
109.504,-7.285403,112.790251,0.00,0.75,0.33,257.05,257.05,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.39,0
109.604,-7.285403,112.790251,0.00,0.45,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.32,12.44,0
109.704,-7.285403,112.790251,0.00,0.99,0.33,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.32,12.56,0
109.804,-7.285403,112.790251,0.00,0.99,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.47,12.49,0
109.904,-7.285403,112.790251,0.00,0.75,-0.43,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.47,0
110.004,-7.285403,112.790251,0.00,0.87,-0.25,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.37,12.43,0
110.104,-7.285403,112.790251,0.00,0.81,0.33,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.32,12.43,0
110.204,-7.285403,112.790251,0.00,0.63,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.49,0
110.304,-7.285403,112.790251,0.00,0.99,0.10,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.50,12.42,0
110.404,-7.285403,112.790251,0.00,0.81,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.42,12.50,0
110.504,-7.285403,112.790251,0.00,0.93,0.10,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.37,12.39,0
110.604,-7.285403,112.790251,0.00,0.45,0.45,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.32,12.44,0
110.704,-7.285403,112.790251,0.00,0.99,0.33,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.46,0
110.804,-7.285403,112.790251,0.00,0.04,0.45,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.44,0
110.904,-7.285403,112.790251,0.00,0.99,-0.43,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.39,12.44,0
111.004,-7.285403,112.790251,0.00,0.87,0.04,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.53,12.45,0
111.104,-7.285403,112.790251,0.00,0.21,0.10,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.50,12.45,0
111.204,-7.285403,112.790251,0.00,0.81,0.33,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.22,0
111.304,-7.285403,112.790251,0.00,0.45,0.10,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.53,12.45,0
111.404,-7.285403,112.790251,0.00,0.99,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.47,12.49,0
111.504,-7.285403,112.790251,0.00,2.83,-0.43,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.32,12.47,0
111.604,-7.285403,112.790251,0.00,1.23,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.42,0
111.704,-7.285403,112.790251,0.00,1.46,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.38,12.47,0
111.804,-7.285403,112.790251,0.00,0.45,-0.19,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.44,0
111.904,-7.285403,112.790251,0.00,0.21,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.48,12.47,0
112.004,-7.285403,112.790251,0.00,0.93,-0.31,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.30,12.47,0
112.104,-7.285403,112.790251,0.00,0.81,-0.19,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.47,0
112.204,-7.285403,112.790251,0.00,0.87,0.45,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.38,12.47,0
112.304,-7.285403,112.790251,0.00,0.81,0.10,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.46,0
112.404,-7.285403,112.790251,0.00,1.23,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.44,0
112.504,-7.285403,112.790251,0.00,0.87,0.45,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.53,12.42,0
112.604,-7.285403,112.790251,0.00,1.23,0.63,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.33,12.44,0
112.704,-7.285403,112.790251,0.00,0.81,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.47,0
112.804,-7.285403,112.790251,0.00,0.63,0.45,257.04,257.04,0.00,0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.44,0
112.904,-7.285403,112.790251,0.00,0.99,2.71,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.43,0
113.004,-7.285403,112.790251,0.00,0.81,0.33,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.37,12.44,0
113.104,-7.285403,112.790251,0.00,0.81,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.37,12.44,0
113.204,-7.285403,112.790251,0.00,0.87,0.10,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.47,12.47,0
113.304,-7.285403,112.790251,0.00,-0.19,-0.43,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.37,0
113.404,-7.285403,112.790251,0.00,0.63,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.51,0
113.504,-7.285403,112.790251,0.00,0.87,0.33,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.44,0
113.604,-7.285403,112.790251,0.00,0.45,0.33,257.04,257.04,0.00,0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.53,12.43,0
113.704,-7.285403,112.790251,0.00,0.75,-0.07,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.39,12.48,0
113.804,-7.285403,112.790251,0.00,0.75,0.10,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.47,0
113.904,-7.285403,112.790251,0.00,0.93,0.15,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.44,0
114.004,-7.285403,112.790251,0.00,0.63,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.37,12.44,0
114.104,-7.285403,112.790251,0.00,0.81,-1.02,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.44,0
114.204,-7.285403,112.790251,0.00,0.75,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.47,0
114.304,-7.285403,112.790251,0.00,0.93,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.47,0
114.404,-7.285403,112.790251,0.00,0.45,0.51,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.32,12.21,0
114.504,-7.285403,112.790251,0.00,0.57,0.51,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.43,12.44,0
114.604,-7.285403,112.790251,0.00,4.56,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.45,0
114.704,-7.285403,112.790251,0.00,2.30,-0.25,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.51,0
114.804,-7.285403,112.790251,0.00,0.57,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.44,0
114.904,-7.285403,112.790251,0.00,0.81,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.44,0
115.004,-7.285403,112.790251,0.00,0.87,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.44,0
115.104,-7.285403,112.790251,0.00,0.63,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.47,0
115.204,-7.285403,112.790251,0.00,0.81,0.39,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.42,0
115.304,-7.285403,112.790251,0.00,2.42,0.10,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.50,12.42,0
115.404,-7.285403,112.790251,0.00,0.75,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.69,0
115.504,-7.285403,112.790251,0.00,1.23,0.10,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.44,0
115.604,-7.285403,112.790251,0.00,0.45,0.69,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.39,12.44,0
115.704,-7.285403,112.790251,0.00,0.45,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.29,0
115.804,-7.285403,112.790251,0.00,0.57,0.10,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.47,12.44,0
115.904,-7.285403,112.790251,0.00,0.99,0.15,257.04,257.04,0.00,0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.47,0
116.004,-7.285403,112.790251,0.00,0.87,0.45,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.45,0
116.104,-7.285403,112.790251,0.00,0.45,0.45,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.30,0
116.204,-7.285403,112.790251,0.00,1.23,1.40,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.25,0
116.304,-7.285403,112.790251,0.00,0.75,-0.07,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.53,12.46,0
116.404,-7.285403,112.790251,0.00,0.57,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.47,0
116.504,-7.285403,112.790251,0.00,0.81,0.33,257.04,257.04,0.00,-0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.29,12.44,0
116.604,-7.285403,112.790251,0.00,0.16,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.39,12.45,0
116.704,-7.285403,112.790251,0.00,0.45,-0.61,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.49,0
116.804,-7.285403,112.790251,0.00,0.81,-0.19,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.45,12.47,0
116.904,-7.285403,112.790251,0.00,0.45,-0.25,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.39,0
117.004,-7.285403,112.790251,0.00,0.21,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.44,0
117.104,-7.285403,112.790251,0.00,0.81,-0.31,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.30,12.43,0
117.204,-7.285403,112.790251,0.00,0.21,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.31,12.47,0
117.304,-7.285403,112.790251,0.00,0.75,-0.85,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.39,12.44,0
117.404,-7.285403,112.790251,0.00,0.45,-0.07,257.04,257.04,0.00,0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.24,0
117.504,-7.285403,112.790251,0.00,0.51,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.36,12.44,0
117.604,-7.285403,112.790251,0.00,0.27,-0.31,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.38,12.47,0
117.704,-7.285403,112.790251,0.00,0.21,-0.43,257.04,257.04,0.00,0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.43,12.45,0
117.804,-7.285403,112.790251,0.00,0.45,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.42,0
117.904,-7.285403,112.790251,0.00,0.75,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.45,0
118.004,-7.285403,112.790251,0.00,-0.13,-0.31,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.39,12.53,0
118.104,-7.285403,112.790251,0.00,0.57,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.46,0
118.204,-7.285403,112.790251,0.00,0.63,-0.31,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.45,0
118.304,-7.285403,112.790251,0.00,0.81,-0.43,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.37,12.43,0
118.404,-7.285403,112.790251,0.00,0.57,-0.31,257.04,257.04,0.00,0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.45,0
118.504,-7.285403,112.790251,0.00,0.63,-0.25,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.44,0
118.604,-7.285403,112.790251,0.00,0.57,0.10,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.42,0
118.704,-7.285403,112.790251,0.00,0.45,-0.43,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.48,12.44,0
118.804,-7.285403,112.790251,0.00,0.45,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.39,12.45,0
118.904,-7.285403,112.790251,0.00,0.57,-0.31,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.32,12.47,0
119.004,-7.285403,112.790251,0.00,0.04,0.33,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.47,0
119.104,-7.285403,112.790251,0.00,0.57,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.47,0
119.204,-7.285403,112.790251,0.00,0.45,-0.25,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.44,0
119.304,-7.285403,112.790251,0.00,0.57,0.10,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.47,12.43,0
119.404,-7.285403,112.790251,0.00,1.52,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.50,12.47,0
119.504,-7.285403,112.790251,0.00,0.57,-0.43,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.44,0
119.604,-7.285403,112.790251,0.00,0.81,-0.07,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.32,12.44,0
119.704,-7.285403,112.790251,0.00,0.04,-0.07,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.44,0
119.804,-7.285403,112.790251,0.00,0.69,-0.31,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.31,12.43,0
119.904,-7.285403,112.790251,0.00,0.81,-0.67,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.44,12.47,0
120.004,-7.285403,112.790251,0.00,0.63,0.10,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.51,12.44,0
120.104,-7.285403,112.790251,0.00,0.45,-0.67,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.31,12.47,0
120.204,-7.285403,112.790251,0.00,0.63,-0.31,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.43,12.50,0
120.304,-7.285403,112.790251,0.00,0.81,-0.31,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.37,12.44,0
