timestamp (s),latitude (°),longitude (°),speedMps (m/s),Calc_deg_servo_1 (°),Calc_deg_servo_2 (°),yaw (°),heading_setpoint (°),heading_error (°),rudder_cmd (°),track_wp_index,distance_to_wp (m),accel_x (g),accel_y (g),accel_z (g),gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s),rpm_prop_1 (rpm),rpm_prop_2 (rpm),battery_1 (V),battery_2 (V),mode_auto
120.404,-7.285403,112.790251,0.00,0.75,-0.31,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.47,12.43,0
120.504,-7.285403,112.790251,0.00,0.81,-0.67,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.35,12.42,0
120.604,-7.285403,112.790251,0.00,0.45,-0.07,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.32,12.44,0
120.704,-7.285403,112.790251,0.00,0.75,-0.31,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.31,12.45,0
120.804,-7.285403,112.790251,0.00,-0.19,-0.31,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.36,12.47,0
120.904,-7.285403,112.790251,0.00,0.87,1.64,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.42,12.45,0
121.004,-7.285403,112.790251,0.00,0.45,-0.43,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.26,12.44,0
121.104,-7.285403,112.790251,0.00,4.62,-0.25,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.26,12.48,0
121.204,-7.285403,112.790251,0.00,0.81,-0.31,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.44,0
121.304,-7.285403,112.790251,0.00,0.45,-0.31,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.44,0
121.404,-7.285403,112.790251,0.00,0.04,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.39,12.44,0
121.504,-7.285403,112.790251,0.00,0.57,-0.49,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.36,12.43,0
121.604,-7.285403,112.790251,0.00,0.57,-0.31,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.46,12.37,0
121.704,-7.285403,112.790251,0.00,0.45,-0.07,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.49,12.43,0
121.804,-7.285403,112.790251,0.00,0.51,-0.43,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.29,12.30,0
121.904,-7.285403,112.790251,0.00,0.57,-0.43,257.04,257.04,0.00,0.48,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.45,12.43,0
122.004,-7.285403,112.790251,0.00,0.21,-0.43,257.04,257.04,0.00,0.40,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.22,12.45,0
122.104,-7.285403,112.790251,0.00,0.21,-0.19,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.42,12.44,0
122.204,-7.285403,112.790251,0.00,0.75,-0.25,257.04,257.04,0.00,0.32,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.30,12.47,0
122.304,-7.285403,112.790251,0.00,0.87,-0.43,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,1.00,0.00,0.00,0.00,0,0,12.39,12.45,0
122.404,-7.285403,112.790251,0.00,0.45,-0.31,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.26,12.45,0
122.504,-7.285403,112.790251,0.00,0.75,-0.07,257.04,257.04,0.00,0.24,0,0.0,-0.08,0.00,0.99,0.00,0.00,0.00,0,0,12.37,12.44,0
